buying=vhigh,maint=vhigh,doors=2,persons=2,lug_boot=small,safety=low,LABEL=unacc,
buying=vhigh,maint=vhigh,doors=2,persons=2,lug_boot=small,safety=med,LABEL=unacc,
buying=vhigh,maint=vhigh,doors=2,persons=2,lug_boot=small,safety=high,LABEL=unacc,
buying=vhigh,maint=vhigh,doors=2,persons=2,lug_boot=med,safety=low,LABEL=unacc,
buying=vhigh,maint=vhigh,doors=2,persons=2,lug_boot=med,safety=med,LABEL=unacc,
buying=vhigh,maint=vhigh,doors=2,persons=2,lug_boot=med,safety=high,LABEL=unacc,
buying=vhigh,maint=vhigh,doors=2,persons=2,lug_boot=big,safety=low,LABEL=unacc,
buying=vhigh,maint=vhigh,doors=2,persons=2,lug_boot=big,safety=med,LABEL=unacc,
buying=vhigh,maint=vhigh,doors=2,persons=2,lug_boot=big,safety=high,LABEL=unacc,
buying=vhigh,maint=vhigh,doors=2,persons=4,lug_boot=small,safety=low,LABEL=unacc,
buying=vhigh,maint=vhigh,doors=2,persons=4,lug_boot=small,safety=med,LABEL=unacc,
buying=vhigh,maint=vhigh,doors=2,persons=4,lug_boot=small,safety=high,LABEL=unacc,
buying=vhigh,maint=vhigh,doors=2,persons=4,lug_boot=med,safety=low,LABEL=unacc,
buying=vhigh,maint=vhigh,doors=2,persons=4,lug_boot=med,safety=med,LABEL=unacc,
buying=vhigh,maint=vhigh,doors=2,persons=4,lug_boot=med,safety=high,LABEL=unacc,
buying=vhigh,maint=vhigh,doors=2,persons=4,lug_boot=big,safety=low,LABEL=unacc,
buying=vhigh,maint=vhigh,doors=2,persons=4,lug_boot=big,safety=med,LABEL=unacc,
buying=vhigh,maint=vhigh,doors=2,persons=4,lug_boot=big,safety=high,LABEL=unacc,
buying=vhigh,maint=vhigh,doors=2,persons=more,lug_boot=small,safety=low,LABEL=unacc,
buying=vhigh,maint=vhigh,doors=2,persons=more,lug_boot=small,safety=med,LABEL=unacc,
buying=vhigh,maint=vhigh,doors=2,persons=more,lug_boot=small,safety=high,LABEL=unacc,
buying=vhigh,maint=vhigh,doors=2,persons=more,lug_boot=med,safety=low,LABEL=unacc,
buying=vhigh,maint=vhigh,doors=2,persons=more,lug_boot=med,safety=med,LABEL=unacc,
buying=vhigh,maint=vhigh,doors=2,persons=more,lug_boot=med,safety=high,LABEL=unacc,
buying=vhigh,maint=vhigh,doors=2,persons=more,lug_boot=big,safety=low,LABEL=unacc,
buying=vhigh,maint=vhigh,doors=2,persons=more,lug_boot=big,safety=med,LABEL=unacc,
buying=vhigh,maint=vhigh,doors=2,persons=more,lug_boot=big,safety=high,LABEL=unacc,
buying=vhigh,maint=vhigh,doors=3,persons=2,lug_boot=small,safety=low,LABEL=unacc,
buying=vhigh,maint=vhigh,doors=3,persons=2,lug_boot=small,safety=med,LABEL=unacc,
buying=vhigh,maint=vhigh,doors=3,persons=2,lug_boot=small,safety=high,LABEL=unacc,
buying=vhigh,maint=vhigh,doors=3,persons=2,lug_boot=med,safety=low,LABEL=unacc,
buying=vhigh,maint=vhigh,doors=3,persons=2,lug_boot=med,safety=med,LABEL=unacc,
buying=vhigh,maint=vhigh,doors=3,persons=2,lug_boot=med,safety=high,LABEL=unacc,
buying=vhigh,maint=vhigh,doors=3,persons=2,lug_boot=big,safety=low,LABEL=unacc,
buying=vhigh,maint=vhigh,doors=3,persons=2,lug_boot=big,safety=med,LABEL=unacc,
buying=vhigh,maint=vhigh,doors=3,persons=2,lug_boot=big,safety=high,LABEL=unacc,
buying=vhigh,maint=vhigh,doors=3,persons=4,lug_boot=small,safety=low,LABEL=unacc,
buying=vhigh,maint=vhigh,doors=3,persons=4,lug_boot=small,safety=med,LABEL=unacc,
buying=vhigh,maint=vhigh,doors=3,persons=4,lug_boot=small,safety=high,LABEL=unacc,
buying=vhigh,maint=vhigh,doors=3,persons=4,lug_boot=med,safety=low,LABEL=unacc,
buying=vhigh,maint=vhigh,doors=3,persons=4,lug_boot=med,safety=med,LABEL=unacc,
buying=vhigh,maint=vhigh,doors=3,persons=4,lug_boot=med,safety=high,LABEL=unacc,
buying=vhigh,maint=vhigh,doors=3,persons=4,lug_boot=big,safety=low,LABEL=unacc,
buying=vhigh,maint=vhigh,doors=3,persons=4,lug_boot=big,safety=med,LABEL=unacc,
buying=vhigh,maint=vhigh,doors=3,persons=4,lug_boot=big,safety=high,LABEL=unacc,
buying=vhigh,maint=vhigh,doors=3,persons=more,lug_boot=small,safety=low,LABEL=unacc,
buying=vhigh,maint=vhigh,doors=3,persons=more,lug_boot=small,safety=med,LABEL=unacc,
buying=vhigh,maint=vhigh,doors=3,persons=more,lug_boot=small,safety=high,LABEL=unacc,
buying=vhigh,maint=vhigh,doors=3,persons=more,lug_boot=med,safety=low,LABEL=unacc,
buying=vhigh,maint=vhigh,doors=3,persons=more,lug_boot=med,safety=med,LABEL=unacc,
buying=vhigh,maint=vhigh,doors=3,persons=more,lug_boot=med,safety=high,LABEL=unacc,
buying=vhigh,maint=vhigh,doors=3,persons=more,lug_boot=big,safety=low,LABEL=unacc,
buying=vhigh,maint=vhigh,doors=3,persons=more,lug_boot=big,safety=med,LABEL=unacc,
buying=vhigh,maint=vhigh,doors=3,persons=more,lug_boot=big,safety=high,LABEL=unacc,
buying=vhigh,maint=vhigh,doors=4,persons=2,lug_boot=small,safety=low,LABEL=unacc,
buying=vhigh,maint=vhigh,doors=4,persons=2,lug_boot=small,safety=med,LABEL=unacc,
buying=vhigh,maint=vhigh,doors=4,persons=2,lug_boot=small,safety=high,LABEL=unacc,
buying=vhigh,maint=vhigh,doors=4,persons=2,lug_boot=med,safety=low,LABEL=unacc,
buying=vhigh,maint=vhigh,doors=4,persons=2,lug_boot=med,safety=med,LABEL=unacc,
buying=vhigh,maint=vhigh,doors=4,persons=2,lug_boot=med,safety=high,LABEL=unacc,
buying=vhigh,maint=vhigh,doors=4,persons=2,lug_boot=big,safety=low,LABEL=unacc,
buying=vhigh,maint=vhigh,doors=4,persons=2,lug_boot=big,safety=med,LABEL=unacc,
buying=vhigh,maint=vhigh,doors=4,persons=2,lug_boot=big,safety=high,LABEL=unacc,
buying=vhigh,maint=vhigh,doors=4,persons=4,lug_boot=small,safety=low,LABEL=unacc,
buying=vhigh,maint=vhigh,doors=4,persons=4,lug_boot=small,safety=med,LABEL=unacc,
buying=vhigh,maint=vhigh,doors=4,persons=4,lug_boot=small,safety=high,LABEL=unacc,
buying=vhigh,maint=vhigh,doors=4,persons=4,lug_boot=med,safety=low,LABEL=unacc,
buying=vhigh,maint=vhigh,doors=4,persons=4,lug_boot=med,safety=med,LABEL=unacc,
buying=vhigh,maint=vhigh,doors=4,persons=4,lug_boot=med,safety=high,LABEL=unacc,
buying=vhigh,maint=vhigh,doors=4,persons=4,lug_boot=big,safety=low,LABEL=unacc,
buying=vhigh,maint=vhigh,doors=4,persons=4,lug_boot=big,safety=med,LABEL=unacc,
buying=vhigh,maint=vhigh,doors=4,persons=4,lug_boot=big,safety=high,LABEL=unacc,
buying=vhigh,maint=vhigh,doors=4,persons=more,lug_boot=small,safety=low,LABEL=unacc,
buying=vhigh,maint=vhigh,doors=4,persons=more,lug_boot=small,safety=med,LABEL=unacc,
buying=vhigh,maint=vhigh,doors=4,persons=more,lug_boot=small,safety=high,LABEL=unacc,
buying=vhigh,maint=vhigh,doors=4,persons=more,lug_boot=med,safety=low,LABEL=unacc,
buying=vhigh,maint=vhigh,doors=4,persons=more,lug_boot=med,safety=med,LABEL=unacc,
buying=vhigh,maint=vhigh,doors=4,persons=more,lug_boot=med,safety=high,LABEL=unacc,
buying=vhigh,maint=vhigh,doors=4,persons=more,lug_boot=big,safety=low,LABEL=unacc,
buying=vhigh,maint=vhigh,doors=4,persons=more,lug_boot=big,safety=med,LABEL=unacc,
buying=vhigh,maint=vhigh,doors=4,persons=more,lug_boot=big,safety=high,LABEL=unacc,
buying=vhigh,maint=vhigh,doors=5more,persons=2,lug_boot=small,safety=low,LABEL=unacc,
buying=vhigh,maint=vhigh,doors=5more,persons=2,lug_boot=small,safety=med,LABEL=unacc,
buying=vhigh,maint=vhigh,doors=5more,persons=2,lug_boot=small,safety=high,LABEL=unacc,
buying=vhigh,maint=vhigh,doors=5more,persons=2,lug_boot=med,safety=low,LABEL=unacc,
buying=vhigh,maint=vhigh,doors=5more,persons=2,lug_boot=med,safety=med,LABEL=unacc,
buying=vhigh,maint=vhigh,doors=5more,persons=2,lug_boot=med,safety=high,LABEL=unacc,
buying=vhigh,maint=vhigh,doors=5more,persons=2,lug_boot=big,safety=low,LABEL=unacc,
buying=vhigh,maint=vhigh,doors=5more,persons=2,lug_boot=big,safety=med,LABEL=unacc,
buying=vhigh,maint=vhigh,doors=5more,persons=2,lug_boot=big,safety=high,LABEL=unacc,
buying=vhigh,maint=vhigh,doors=5more,persons=4,lug_boot=small,safety=low,LABEL=unacc,
buying=vhigh,maint=vhigh,doors=5more,persons=4,lug_boot=small,safety=med,LABEL=unacc,
buying=vhigh,maint=vhigh,doors=5more,persons=4,lug_boot=small,safety=high,LABEL=unacc,
buying=vhigh,maint=vhigh,doors=5more,persons=4,lug_boot=med,safety=low,LABEL=unacc,
buying=vhigh,maint=vhigh,doors=5more,persons=4,lug_boot=med,safety=med,LABEL=unacc,
buying=vhigh,maint=vhigh,doors=5more,persons=4,lug_boot=med,safety=high,LABEL=unacc,
